stem,year,cls,w_pct,h_pct,area_pct,n_milco,n_nombo,background
0059_2015,2015,MILCO,4.7852,4.4922,0.21496,5,3,0
0059_2015,2015,MILCO,3.5156,3.2227,0.1133,5,3,0
0059_2015,2015,NOMBO,14.3555,7.6172,1.09348,5,3,0
0059_2015,2015,MILCO,2.6367,3.0273,0.07982,5,3,0
0059_2015,2015,MILCO,3.2227,2.1484,0.06924,5,3,0
0059_2015,2015,NOMBO,5.0781,2.0508,0.10414,5,3,0
0059_2015,2015,MILCO,2.5391,2.1484,0.05455,5,3,0
0059_2015,2015,NOMBO,8.9844,4.6875,0.42114,5,3,0
0059_2017,2017,,,,,0,0,1
0059_2018,2018,,,,,0,0,1
0060_2010,2010,,,,,0,0,1
0060_2015,2015,MILCO,6.7383,3.3203,0.22373,1,6,0
0060_2015,2015,NOMBO,3.5156,3.125,0.10986,1,6,0
0060_2015,2015,NOMBO,3.3203,2.4414,0.08106,1,6,0
0060_2015,2015,NOMBO,2.1484,2.5391,0.05455,1,6,0
0060_2015,2015,NOMBO,13.3789,3.7109,0.49648,1,6,0
0060_2015,2015,NOMBO,7.0312,3.9062,0.27466,1,6,0
0060_2015,2015,NOMBO,9.375,3.9062,0.36621,1,6,0
0060_2017,2017,,,,,0,0,1
0060_2018,2018,,,,,0,0,1
0061_2010,2010,NOMBO,3.4856,3.3654,0.1173,0,1,0
0061_2015,2015,MILCO,6.7308,3.3654,0.22652,1,6,0
0061_2015,2015,NOMBO,3.4856,3.125,0.10892,1,6,0
0061_2015,2015,NOMBO,3.3654,2.4038,0.0809,1,6,0
0061_2015,2015,NOMBO,2.1635,2.524,0.05461,1,6,0
0061_2015,2015,NOMBO,13.3413,3.726,0.49709,1,6,0
0061_2015,2015,NOMBO,6.9712,3.8462,0.26812,1,6,0
0061_2015,2015,NOMBO,9.375,3.8462,0.36058,1,6,0
0061_2017,2017,,,,,0,0,1
0061_2018,2018,,,,,0,0,1
0062_2010,2010,NOMBO,3.5156,3.3203,0.11673,0,1,0
0062_2015,2015,NOMBO,9.0144,3.8462,0.34671,3,3,0
0062_2015,2015,MILCO,5.5288,5.0481,0.2791,3,3,0
0062_2015,2015,MILCO,6.9712,3.8462,0.26812,3,3,0
0062_2015,2015,MILCO,9.4952,3.4856,0.33096,3,3,0
0062_2015,2015,NOMBO,6.7308,3.8462,0.25888,3,3,0
0062_2015,2015,NOMBO,6.9712,4.3269,0.30164,3,3,0
0062_2017,2017,,,,,0,0,1
0062_2018,2018,,,,,0,0,1
0063_2010,2010,MILCO,1.8555,3.125,0.05798,1,0,0
0063_2015,2015,NOMBO,8.9844,3.9062,0.35095,3,3,0
0063_2015,2015,MILCO,5.4688,5.0781,0.27771,3,3,0
0063_2015,2015,MILCO,7.0312,3.8086,0.26779,3,3,0
0063_2015,2015,MILCO,9.4727,3.5156,0.33302,3,3,0
0063_2015,2015,NOMBO,6.7383,3.9062,0.26321,3,3,0
0063_2015,2015,NOMBO,7.0312,4.2969,0.30212,3,3,0
0063_2017,2017,,,,,0,0,1
0063_2018,2018,,,,,0,0,1
0064_2010,2010,,,,,0,0,1
0064_2015,2015,NOMBO,21.3942,6.7308,1.44,1,4,0
0064_2015,2015,NOMBO,7.6923,3.6058,0.27737,1,4,0
0064_2015,2015,MILCO,7.9327,4.4471,0.35278,1,4,0
0064_2015,2015,NOMBO,9.4952,2.1635,0.20542,1,4,0
0064_2015,2015,NOMBO,7.6923,6.851,0.527,1,4,0
0064_2017,2017,,,,,0,0,1
0064_2018,2018,,,,,0,0,1
0065_2010,2010,,,,,0,0,1
0065_2015,2015,NOMBO,21.3867,6.7383,1.4411,1,4,0
0065_2015,2015,NOMBO,7.7148,3.6133,0.27876,1,4,0
0065_2015,2015,MILCO,7.9102,4.3945,0.34761,1,4,0
0065_2015,2015,NOMBO,9.4727,2.1484,0.20351,1,4,0
0065_2015,2015,NOMBO,7.7148,6.8359,0.52738,1,4,0
0065_2017,2017,,,,,0,0,1
0065_2018,2018,,,,,0,0,1
0066_2010,2010,,,,,0,0,1
0066_2015,2015,NOMBO,9.4727,2.1484,0.20351,1,5,0
0066_2015,2015,NOMBO,9.4727,5.1758,0.49028,1,5,0
0066_2015,2015,NOMBO,9.1797,6.1523,0.56477,1,5,0
0066_2015,2015,NOMBO,9.1797,4.8828,0.44823,1,5,0
0066_2015,2015,NOMBO,12.793,3.8086,0.48723,1,5,0
0066_2015,2015,MILCO,3.2227,2.5391,0.08183,1,5,0
0066_2017,2017,NOMBO,4.5673,1.9231,0.08783,0,1,0
0066_2018,2018,,,,,0,0,1
0067_2010,2010,,,,,0,0,1
0067_2015,2015,MILCO,7.0312,3.7109,0.26093,2,1,0
0067_2015,2015,NOMBO,14.8438,11.3281,1.68152,2,1,0
0067_2015,2015,MILCO,12.1094,2.1484,0.26016,2,1,0
0067_2017,2017,NOMBO,4.5898,1.9531,0.08965,0,1,0
0067_2018,2018,,,,,0,0,1
0068_2010,2010,,,,,0,0,1
0068_2015,2015,NOMBO,4.7852,2.9297,0.14019,0,3,0
0068_2015,2015,NOMBO,6.543,4.1016,0.26836,0,3,0
0068_2015,2015,NOMBO,2.0508,2.3438,0.04807,0,3,0
0068_2017,2017,,,,,0,0,1
0068_2018,2018,NOMBO,7.9102,6.25,0.49438,0,1,0
0069_2010,2010,,,,,0,0,1
0069_2015,2015,NOMBO,4.8077,2.8846,0.13868,0,3,0
0069_2015,2015,NOMBO,6.4904,4.0865,0.26523,0,3,0
0069_2015,2015,NOMBO,2.0433,2.4038,0.04912,0,3,0
0069_2017,2017,,,,,0,0,1
0069_2018,2018,,,,,0,0,1
0070_2010,2010,,,,,0,0,1
0070_2015,2015,NOMBO,5.2734,2.9297,0.1545,2,1,0
0070_2015,2015,MILCO,4.1992,2.0508,0.08612,2,1,0
0070_2015,2015,MILCO,4.6875,1.9531,0.09155,2,1,0
0070_2017,2017,,,,,0,0,1
0070_2018,2018,,,,,0,0,1
0071_2010,2010,,,,,0,0,1
0071_2015,2015,NOMBO,5.2885,2.8846,0.15255,2,1,0
0071_2015,2015,MILCO,4.3269,2.1635,0.09361,2,1,0
0071_2015,2015,MILCO,4.6875,1.9231,0.09014,2,1,0
0071_2017,2017,,,,,0,0,1
0071_2018,2018,,,,,0,0,1
0072_2010,2010,,,,,0,0,1
0072_2015,2015,NOMBO,6.0096,4.2067,0.25281,0,4,0
0072_2015,2015,NOMBO,8.1731,5.649,0.4617,0,4,0
0072_2015,2015,NOMBO,12.6202,6.851,0.8646,0,4,0
0072_2015,2015,NOMBO,4.8077,3.8462,0.18491,0,4,0
0072_2017,2017,,,,,0,0,1
0072_2018,2018,,,,,0,0,1
0073_2010,2010,,,,,0,0,1
0073_2015,2015,NOMBO,6.0547,4.1992,0.25425,0,4,0
0073_2015,2015,NOMBO,8.2031,5.6641,0.46463,0,4,0
0073_2015,2015,NOMBO,12.5977,6.8359,0.86117,0,4,0
0073_2015,2015,NOMBO,4.7852,3.9062,0.18692,0,4,0
0073_2017,2017,,,,,0,0,1
0073_2018,2018,,,,,0,0,1
0074_2010,2010,,,,,0,0,1
0074_2015,2015,NOMBO,4.2969,3.3203,0.14267,2,2,0
0074_2015,2015,MILCO,12.1094,3.7109,0.44937,2,2,0
0074_2015,2015,MILCO,4.2969,2.1484,0.09232,2,2,0
0074_2015,2015,NOMBO,8.5938,4.4922,0.38605,2,2,0
0074_2017,2017,,,,,0,0,1
0074_2018,2018,,,,,0,0,1
0075_2010,2010,,,,,0,0,1
0075_2015,2015,NOMBO,4.3269,3.3654,0.14562,2,2,0
0075_2015,2015,MILCO,12.1394,3.726,0.45231,2,2,0
0075_2015,2015,MILCO,4.3269,2.1635,0.09361,2,2,0
0075_2015,2015,NOMBO,8.6538,4.4471,0.38485,2,2,0
0075_2017,2017,,,,,0,0,1
0075_2018,2018,,,,,0,0,1
0076_2010,2010,,,,,0,0,1
0076_2015,2015,MILCO,9.976,3.2452,0.32374,3,2,0
0076_2015,2015,MILCO,6.9712,3.8462,0.26812,3,2,0
0076_2015,2015,NOMBO,8.6538,4.4471,0.38485,3,2,0
0076_2015,2015,NOMBO,2.2837,1.9231,0.04392,3,2,0
0076_2015,2015,MILCO,5.8894,2.8846,0.16989,3,2,0
0076_2017,2017,,,,,0,0,1
0076_2018,2018,,,,,0,0,1
0077_2010,2010,,,,,0,0,1
0077_2015,2015,MILCO,9.8633,3.3203,0.32749,3,2,0
0077_2015,2015,MILCO,7.0312,3.9062,0.27466,3,2,0
0077_2015,2015,NOMBO,8.5938,4.4922,0.38605,3,2,0
0077_2015,2015,NOMBO,2.2461,1.9531,0.04387,3,2,0
0077_2015,2015,MILCO,5.8594,2.9297,0.17166,3,2,0
0077_2017,2017,,,,,0,0,1
0077_2018,2018,,,,,0,0,1
0078_2010,2010,,,,,0,0,1
0078_2015,2015,MILCO,5.2734,3.2227,0.16994,4,0,0
0078_2015,2015,MILCO,3.6133,2.5391,0.09174,4,0,0
0078_2015,2015,MILCO,5.8594,2.9297,0.17166,4,0,0
0078_2015,2015,MILCO,9.375,2.3438,0.21973,4,0,0
0078_2017,2017,,,,,0,0,1
0078_2018,2018,,,,,0,0,1
0079_2010,2010,,,,,0,0,1
0079_2015,2015,MILCO,5.2885,3.2452,0.17162,4,0,0
0079_2015,2015,MILCO,3.6058,2.524,0.09101,4,0,0
0079_2015,2015,MILCO,5.8894,2.8846,0.16989,4,0,0
0079_2015,2015,MILCO,9.375,2.4038,0.22536,4,0,0
0079_2017,2017,,,,,0,0,1
0079_2018,2018,NOMBO,7.4219,4.4922,0.3334,1,1,0
0079_2018,2018,MILCO,3.2227,1.8555,0.0598,1,1,0
0080_2010,2010,,,,,0,0,1
0080_2015,2015,MILCO,9.375,2.4038,0.22536,2,0,0
0080_2015,2015,MILCO,4.8077,4.9279,0.23692,2,0,0
0080_2017,2017,,,,,0,0,1
0080_2018,2018,NOMBO,7.4519,4.4471,0.3314,1,1,0
0080_2018,2018,MILCO,3.2452,1.8029,0.05851,1,1,0
0081_2010,2010,,,,,0,0,1
0081_2015,2015,MILCO,9.375,2.3438,0.21973,2,0,0
0081_2015,2015,MILCO,4.7852,4.8828,0.23365,2,0,0
0081_2017,2017,,,,,0,0,1
0081_2018,2018,,,,,0,0,1
0082_2010,2010,,,,,0,0,1
0082_2015,2015,MILCO,6.0096,2.524,0.15169,3,0,0
0082_2015,2015,MILCO,3.2452,1.9231,0.06241,3,0,0
0082_2015,2015,MILCO,3.6058,2.524,0.09101,3,0,0
0082_2017,2017,,,,,0,0,1
0082_2018,2018,,,,,0,0,1
0083_2010,2010,,,,,0,0,1
0083_2015,2015,MILCO,6.0547,2.5391,0.15373,3,0,0
0083_2015,2015,MILCO,3.2227,1.9531,0.06294,3,0,0
0083_2015,2015,MILCO,3.6133,2.5391,0.09174,3,0,0
0083_2017,2017,,,,,0,0,1
0083_2018,2018,NOMBO,4.3269,6.1298,0.26523,0,1,0
0084_2010,2010,,,,,0,0,1
0084_2015,2015,MILCO,3.6133,2.5391,0.09174,2,0,0
0084_2015,2015,MILCO,3.6133,1.7578,0.06351,2,0,0
0084_2017,2017,,,,,0,0,1
0084_2018,2018,NOMBO,4.2969,6.1523,0.26436,0,1,0
0085_2010,2010,,,,,0,0,1
0085_2015,2015,MILCO,3.6058,2.524,0.09101,2,0,0
0085_2015,2015,MILCO,3.6058,1.8029,0.06501,2,0,0
0085_2017,2017,,,,,0,0,1
0085_2018,2018,NOMBO,3.2227,3.8086,0.12274,0,1,0
0086_2010,2010,,,,,0,0,1
0086_2015,2015,MILCO,5.3711,2.7344,0.14687,3,0,0
0086_2015,2015,MILCO,3.8086,3.3203,0.12646,3,0,0
0086_2015,2015,MILCO,3.6133,1.7578,0.06351,3,0,0
0086_2017,2017,,,,,0,0,1
0086_2018,2018,,,,,0,0,1
0087_2010,2010,,,,,0,0,1
0087_2015,2015,MILCO,5.4087,2.7644,0.14952,3,0,0
0087_2015,2015,MILCO,3.8462,3.3654,0.12944,3,0,0
0087_2015,2015,MILCO,3.6058,1.8029,0.06501,3,0,0
0087_2017,2017,,,,,0,0,1
0087_2018,2018,,,,,0,0,1
0088_2010,2010,,,,,0,0,1
0088_2015,2015,MILCO,8.6538,3.4856,0.30164,2,1,0
0088_2015,2015,NOMBO,3.3654,2.8846,0.09708,2,1,0
0088_2015,2015,MILCO,3.2452,4.6875,0.15212,2,1,0
0088_2017,2017,,,,,0,0,1
0088_2018,2018,,,,,0,0,1
0089_2010,2010,,,,,0,0,1
0089_2015,2015,MILCO,8.5938,3.5156,0.30212,2,1,0
0089_2015,2015,NOMBO,3.3203,2.9297,0.09727,2,1,0
0089_2015,2015,MILCO,3.2227,4.6875,0.15106,2,1,0
0089_2017,2017,,,,,0,0,1
0089_2018,2018,,,,,0,0,1
0090_2010,2010,,,,,0,0,1
0090_2015,2015,NOMBO,3.6133,2.5391,0.09174,2,5,0
0090_2015,2015,NOMBO,2.832,2.0508,0.05808,2,5,0
0090_2015,2015,MILCO,3.2227,4.6875,0.15106,2,5,0
0090_2015,2015,NOMBO,3.7109,3.2227,0.11959,2,5,0
0090_2015,2015,NOMBO,2.832,2.9297,0.08297,2,5,0
0090_2015,2015,MILCO,2.9297,3.125,0.09155,2,5,0
0090_2015,2015,NOMBO,2.832,2.2461,0.06361,2,5,0
0090_2017,2017,,,,,0,0,1
0090_2018,2018,,,,,0,0,1
0091_2010,2010,,,,,0,0,1
0091_2015,2015,MILCO,6.0547,1.5625,0.0946,2,1,0
0091_2015,2015,NOMBO,5.8594,2.6367,0.1545,2,1,0
0091_2015,2015,MILCO,9.668,2.7344,0.26436,2,1,0
0091_2017,2017,,,,,0,0,1
0091_2018,2018,,,,,0,0,1
0092_2010,2010,,,,,0,0,1
0092_2015,2015,MILCO,10.5769,3.125,0.33053,1,0,0
0092_2017,2017,,,,,0,0,1
0092_2018,2018,,,,,0,0,1
0093_2010,2010,,,,,0,0,1
0093_2015,2015,MILCO,10.5469,3.125,0.32959,1,0,0
0093_2017,2017,,,,,0,0,1
0093_2018,2018,,,,,0,0,1
0094_2010,2010,,,,,0,0,1
0094_2015,2015,MILCO,5.649,1.9231,0.10864,1,0,0
0094_2018,2018,,,,,0,0,1
0095_2010,2010,,,,,0,0,1
0095_2015,2015,MILCO,5.6641,1.9531,0.11063,1,0,0
0095_2018,2018,,,,,0,0,1
0096_2010,2010,,,,,0,0,1
0096_2015,2015,MILCO,6.7308,2.6442,0.17798,1,0,0
0096_2018,2018,,,,,0,0,1
0097_2010,2010,,,,,0,0,1
0097_2015,2015,MILCO,6.7383,2.6367,0.17767,1,0,0
0097_2018,2018,,,,,0,0,1
0098_2010,2010,,,,,0,0,1
0098_2015,2015,MILCO,3.418,2.7344,0.09346,1,0,0
0098_2018,2018,,,,,0,0,1
0099_2010,2010,,,,,0,0,1
0099_2015,2015,MILCO,6.7383,1.5625,0.10529,1,0,0
0099_2018,2018,,,,,0,0,1
0100_2010,2010,,,,,0,0,1
0100_2015,2015,NOMBO,2.4038,2.4038,0.05778,0,1,0
0100_2018,2018,,,,,0,0,1
0101_2010,2010,,,,,0,0,1
0101_2015,2015,NOMBO,2.3438,2.4414,0.05722,0,1,0
0101_2018,2018,,,,,0,0,1
0102_2010,2010,,,,,0,0,1
0102_2015,2015,MILCO,4.4922,1.9531,0.08774,1,0,0
0102_2018,2018,,,,,0,0,1
0103_2010,2010,,,,,0,0,1
0103_2015,2015,MILCO,4.4471,1.9231,0.08552,1,0,0
0103_2018,2018,,,,,0,0,1
0104_2010,2010,,,,,0,0,1
0104_2015,2015,MILCO,4.4471,1.9231,0.08552,2,1,0
0104_2015,2015,NOMBO,2.4038,1.0817,0.026,2,1,0
0104_2015,2015,MILCO,7.4519,1.5625,0.11644,2,1,0
0104_2018,2018,,,,,0,0,1
0105_2010,2010,,,,,0,0,1
0105_2015,2015,MILCO,4.4922,1.9531,0.08774,2,1,0
0105_2015,2015,NOMBO,2.3438,1.0742,0.02518,2,1,0
0105_2015,2015,MILCO,7.4219,1.5625,0.11597,2,1,0
0105_2018,2018,,,,,0,0,1
0106_2010,2010,,,,,0,0,1
0106_2015,2015,MILCO,6.9712,3.3654,0.23461,2,1,0
0106_2015,2015,NOMBO,4.9279,2.8846,0.14215,2,1,0
0106_2015,2015,MILCO,4.9279,2.6442,0.1303,2,1,0
0106_2018,2018,,,,,0,0,1
0107_2010,2010,,,,,0,0,1
0107_2015,2015,MILCO,6.9336,3.418,0.23699,2,1,0
0107_2015,2015,NOMBO,4.9805,2.9297,0.14591,2,1,0
0107_2015,2015,MILCO,4.9805,2.6367,0.13132,2,1,0
0107_2018,2018,MILCO,4.4922,4.5898,0.20618,1,0,0
0108_2010,2010,,,,,0,0,1
0108_2015,2015,,,,,0,0,1
0108_2018,2018,,,,,0,0,1
0109_2010,2010,,,,,0,0,1
0109_2015,2015,,,,,0,0,1
0109_2018,2018,,,,,0,0,1
0110_2010,2010,,,,,0,0,1
0110_2015,2015,MILCO,3.125,2.7344,0.08545,3,3,0
0110_2015,2015,NOMBO,7.0312,2.9297,0.20599,3,3,0
0110_2015,2015,MILCO,3.8086,1.9531,0.07439,3,3,0
0110_2015,2015,MILCO,5.4688,1.4648,0.08011,3,3,0
0110_2015,2015,NOMBO,13.7695,2.9297,0.4034,3,3,0
0110_2015,2015,NOMBO,9.5703,3.418,0.32711,3,3,0
0110_2018,2018,,,,,0,0,1
0111_2010,2010,,,,,0,0,1
0111_2015,2015,MILCO,3.125,2.7644,0.08639,3,3,0
0111_2015,2015,NOMBO,6.9712,2.8846,0.20109,3,3,0
0111_2015,2015,MILCO,3.8462,1.9231,0.07396,3,3,0
0111_2015,2015,MILCO,5.5288,1.4423,0.07974,3,3,0
0111_2015,2015,NOMBO,13.8221,2.8846,0.39871,3,3,0
0111_2015,2015,NOMBO,9.4952,3.4856,0.33096,3,3,0
0111_2018,2018,,,,,0,0,1
0112_2010,2010,,,,,0,0,1
0112_2015,2015,MILCO,5.4688,2.2461,0.12283,4,0,0
0112_2015,2015,MILCO,3.125,2.9297,0.09155,4,0,0
0112_2015,2015,MILCO,3.8086,3.2227,0.12274,4,0,0
0112_2015,2015,MILCO,6.543,1.9531,0.12779,4,0,0
0112_2018,2018,,,,,0,0,1
0113_2010,2010,,,,,0,0,1
0113_2015,2015,MILCO,6.543,1.9531,0.12779,3,5,0
0113_2015,2015,MILCO,5.4688,2.2461,0.12283,3,5,0
0113_2015,2015,NOMBO,1.8555,2.4414,0.0453,3,5,0
0113_2015,2015,NOMBO,6.4453,3.125,0.20142,3,5,0
0113_2015,2015,NOMBO,6.0547,2.0508,0.12417,3,5,0
0113_2015,2015,NOMBO,1.2695,2.1484,0.02728,3,5,0
0113_2015,2015,MILCO,5.4688,1.6602,0.09079,3,5,0
0113_2015,2015,NOMBO,9.375,3.9062,0.36621,3,5,0
0113_2018,2018,,,,,0,0,1
0114_2010,2010,,,,,0,0,1
0114_2015,2015,NOMBO,6.0096,2.0433,0.12279,1,1,0
0114_2015,2015,MILCO,4.5673,3.125,0.14273,1,1,0
0114_2018,2018,,,,,0,0,1
0115_2010,2010,,,,,0,0,1
0115_2015,2015,NOMBO,5.957,2.0508,0.12217,1,1,0
0115_2015,2015,MILCO,4.5898,3.125,0.14343,1,1,0
0115_2018,2018,,,,,0,0,1
0116_2010,2010,,,,,0,0,1
0116_2015,2015,MILCO,3.3654,1.9231,0.06472,1,0,0
0116_2018,2018,,,,,0,0,1
0117_2010,2010,,,,,0,0,1
0117_2015,2015,MILCO,3.3203,1.9531,0.06485,1,0,0
0117_2018,2018,NOMBO,3.4856,4.4471,0.15501,0,1,0
0118_2010,2010,,,,,0,0,1
0118_2015,2015,MILCO,5.2734,4.0039,0.21114,2,0,0
0118_2015,2015,MILCO,6.7383,2.4414,0.16451,2,0,0
0118_2018,2018,NOMBO,3.5156,4.4922,0.15793,0,1,0
0119_2010,2010,,,,,0,0,1
0119_2015,2015,MILCO,6.7383,2.4414,0.16451,1,0,0
0119_2018,2018,,,,,0,0,1
0120_2010,2010,,,,,0,0,1
0120_2015,2015,MILCO,6.7308,2.4038,0.1618,1,0,0
0120_2018,2018,,,,,0,0,1
0121_2010,2010,,,,,0,0,1
0121_2018,2018,,,,,0,0,1
0122_2010,2010,,,,,0,0,1
0122_2018,2018,,,,,0,0,1
0123_2010,2010,,,,,0,0,1
0123_2018,2018,,,,,0,0,1
0124_2010,2010,,,,,0,0,1
0124_2018,2018,,,,,0,0,1
0125_2010,2010,,,,,0,0,1
0125_2018,2018,,,,,0,0,1
0126_2010,2010,,,,,0,0,1
0126_2018,2018,,,,,0,0,1
0127_2010,2010,,,,,0,0,1
0127_2018,2018,,,,,0,0,1
0128_2010,2010,,,,,0,0,1
0128_2018,2018,,,,,0,0,1
0129_2010,2010,,,,,0,0,1
0129_2018,2018,,,,,0,0,1
0130_2010,2010,,,,,0,0,1
0130_2018,2018,,,,,0,0,1
0131_2010,2010,,,,,0,0,1
0131_2018,2018,MILCO,4.2969,2.7344,0.11749,1,0,0
0132_2010,2010,,,,,0,0,1
0132_2018,2018,MILCO,4.3269,2.7644,0.11961,1,0,0
0133_2010,2010,,,,,0,0,1
0133_2018,2018,,,,,0,0,1
0134_2010,2010,,,,,0,0,1
0134_2018,2018,,,,,0,0,1
0135_2010,2010,,,,,0,0,1
0135_2018,2018,,,,,0,0,1
0136_2010,2010,,,,,0,0,1
0136_2018,2018,,,,,0,0,1
0137_2010,2010,,,,,0,0,1
0137_2018,2018,MILCO,4.3269,5.1683,0.22363,1,0,0
0138_2010,2010,,,,,0,0,1
0138_2018,2018,MILCO,4.2969,5.1758,0.2224,1,0,0
0139_2010,2010,,,,,0,0,1
0139_2018,2018,,,,,0,0,1
0140_2010,2010,,,,,0,0,1
0140_2018,2018,,,,,0,0,1
0141_2010,2010,,,,,0,0,1
0141_2018,2018,,,,,0,0,1
0142_2010,2010,,,,,0,0,1
0142_2018,2018,,,,,0,0,1
0143_2010,2010,,,,,0,0,1
0143_2018,2018,,,,,0,0,1
0144_2010,2010,,,,,0,0,1
0144_2018,2018,,,,,0,0,1
0145_2010,2010,,,,,0,0,1
0145_2018,2018,,,,,0,0,1
0146_2010,2010,,,,,0,0,1
0146_2018,2018,,,,,0,0,1
0147_2010,2010,,,,,0,0,1
0147_2018,2018,MILCO,3.6058,3.2452,0.11701,1,0,0
0148_2010,2010,,,,,0,0,1
0148_2018,2018,MILCO,3.6133,3.2227,0.11644,1,0,0
0149_2010,2010,,,,,0,0,1
0149_2018,2018,,,,,0,0,1
0150_2010,2010,,,,,0,0,1
0150_2018,2018,,,,,0,0,1
0151_2010,2010,,,,,0,0,1
0151_2018,2018,,,,,0,0,1
0152_2010,2010,,,,,0,0,1
0152_2018,2018,,,,,0,0,1
0153_2010,2010,,,,,0,0,1
0153_2018,2018,,,,,0,0,1
0154_2010,2010,,,,,0,0,1
0154_2018,2018,,,,,0,0,1
0155_2010,2010,,,,,0,0,1
0155_2018,2018,,,,,0,0,1
0156_2010,2010,,,,,0,0,1
0156_2018,2018,,,,,0,0,1
0157_2010,2010,,,,,0,0,1
0157_2018,2018,,,,,0,0,1
0158_2010,2010,,,,,0,0,1
0158_2018,2018,,,,,0,0,1
0159_2010,2010,,,,,0,0,1
0159_2018,2018,,,,,0,0,1
0160_2010,2010,,,,,0,0,1
0160_2018,2018,,,,,0,0,1
0161_2010,2010,,,,,0,0,1
0161_2018,2018,,,,,0,0,1
0162_2010,2010,,,,,0,0,1
0162_2018,2018,,,,,0,0,1
0163_2010,2010,,,,,0,0,1
0163_2018,2018,,,,,0,0,1
0164_2010,2010,,,,,0,0,1
0164_2018,2018,,,,,0,0,1
0165_2010,2010,,,,,0,0,1
0165_2018,2018,,,,,0,0,1
0166_2010,2010,,,,,0,0,1
0166_2018,2018,MILCO,3.7109,3.0273,0.11234,1,0,0
0167_2010,2010,,,,,0,0,1
0167_2018,2018,,,,,0,0,1
0168_2010,2010,,,,,0,0,1
0168_2018,2018,,,,,0,0,1
0169_2010,2010,,,,,0,0,1
0169_2018,2018,,,,,0,0,1
0170_2010,2010,,,,,0,0,1
0170_2018,2018,,,,,0,0,1
0171_2010,2010,,,,,0,0,1
0171_2018,2018,,,,,0,0,1
0172_2010,2010,,,,,0,0,1
0172_2018,2018,,,,,0,0,1
0173_2010,2010,,,,,0,0,1
0173_2018,2018,,,,,0,0,1
0174_2010,2010,,,,,0,0,1
0174_2018,2018,,,,,0,0,1
0175_2010,2010,,,,,0,0,1
0175_2018,2018,,,,,0,0,1
0176_2010,2010,,,,,0,0,1
0176_2018,2018,,,,,0,0,1
0177_2010,2010,,,,,0,0,1
0177_2018,2018,,,,,0,0,1
0178_2010,2010,,,,,0,0,1
0178_2018,2018,,,,,0,0,1
0179_2010,2010,,,,,0,0,1
0179_2018,2018,,,,,0,0,1
0180_2010,2010,,,,,0,0,1
0180_2018,2018,,,,,0,0,1
0181_2010,2010,,,,,0,0,1
0181_2018,2018,,,,,0,0,1
0182_2010,2010,,,,,0,0,1
0182_2018,2018,,,,,0,0,1
0183_2010,2010,,,,,0,0,1
0183_2018,2018,,,,,0,0,1
0184_2010,2010,,,,,0,0,1
0184_2018,2018,,,,,0,0,1
0185_2010,2010,,,,,0,0,1
0185_2018,2018,,,,,0,0,1
0186_2010,2010,,,,,0,0,1
0186_2018,2018,,,,,0,0,1
0187_2010,2010,,,,,0,0,1
0187_2018,2018,,,,,0,0,1
0188_2010,2010,,,,,0,0,1
0188_2018,2018,,,,,0,0,1
0189_2010,2010,,,,,0,0,1
0189_2018,2018,,,,,0,0,1
0190_2010,2010,,,,,0,0,1
0190_2018,2018,,,,,0,0,1
0191_2010,2010,,,,,0,0,1
0191_2018,2018,,,,,0,0,1
0192_2010,2010,,,,,0,0,1
0192_2018,2018,,,,,0,0,1
0193_2010,2010,,,,,0,0,1
0193_2018,2018,,,,,0,0,1
0194_2010,2010,,,,,0,0,1
0194_2018,2018,,,,,0,0,1
0195_2010,2010,,,,,0,0,1
0195_2018,2018,,,,,0,0,1
0196_2010,2010,,,,,0,0,1
0196_2018,2018,,,,,0,0,1
0197_2010,2010,,,,,0,0,1
0197_2018,2018,,,,,0,0,1
0198_2010,2010,,,,,0,0,1
0198_2018,2018,,,,,0,0,1
0199_2010,2010,,,,,0,0,1
0199_2018,2018,,,,,0,0,1
0200_2010,2010,,,,,0,0,1
0200_2018,2018,,,,,0,0,1
0201_2010,2010,,,,,0,0,1
0201_2018,2018,,,,,0,0,1
0202_2010,2010,,,,,0,0,1
0202_2018,2018,,,,,0,0,1
0203_2010,2010,,,,,0,0,1
0203_2018,2018,,,,,0,0,1
0204_2010,2010,,,,,0,0,1
0204_2018,2018,,,,,0,0,1
0205_2010,2010,,,,,0,0,1
0205_2018,2018,,,,,0,0,1
0206_2010,2010,,,,,0,0,1
0206_2018,2018,,,,,0,0,1
0207_2010,2010,MILCO,2.4414,2.3438,0.05722,1,0,0
0207_2018,2018,,,,,0,0,1
0208_2010,2010,MILCO,2.4038,2.4038,0.05778,1,0,0
0208_2018,2018,,,,,0,0,1
0209_2010,2010,,,,,0,0,1
0209_2018,2018,,,,,0,0,1
0210_2010,2010,,,,,0,0,1
0210_2018,2018,,,,,0,0,1
0211_2010,2010,,,,,0,0,1
0211_2018,2018,,,,,0,0,1
0212_2010,2010,,,,,0,0,1
0212_2018,2018,MILCO,3.4856,3.8462,0.13406,1,0,0
0213_2010,2010,,,,,0,0,1
0213_2018,2018,MILCO,3.5156,3.9062,0.13733,1,0,0
0214_2010,2010,,,,,0,0,1
0214_2018,2018,,,,,0,0,1
0215_2010,2010,,,,,0,0,1
0215_2018,2018,,,,,0,0,1
0216_2010,2010,,,,,0,0,1
0216_2018,2018,,,,,0,0,1
